"","KO","trinity","path"
"17250","K10691","TRINITY_DN1965_c0_g5_i1","ko05165"
"17251","K10691","TRINITY_DN1965_c0_g1_i11","ko05165"
"17258","K10408","TRINITY_DN1977_c3_g1_i1","ko05016"
"17260","K15738","TRINITY_DN1977_c1_g1_i1","NA"
"17267","K12854","TRINITY_DN1924_c1_g2_i2","ko03040"
"17270","K02256","TRINITY_DN1910_c1_g1_i2","ko00190"
"17271","K02882","TRINITY_DN1910_c0_g1_i2","ko03010"
"17276","K05528","TRINITY_DN1929_c0_g1_i1","ko00513"
"17277","K17259","TRINITY_DN1919_c0_g1_i3","NA"
"17280","K14849","TRINITY_DN1923_c0_g2_i3","NA"
"17283","K08793","TRINITY_DN1923_c1_g1_i1","NA"
"17287","K20410","TRINITY_DN1933_c1_g3_i1","ko04150"
"17293","K04730","TRINITY_DN1935_c0_g1_i2","ko04010"
"17295","K17080","TRINITY_DN1954_c0_g1_i2","NA"
"17297","K22614","TRINITY_DN1953_c3_g1_i1","NA"
"17299","K23040","TRINITY_DN1946_c0_g1_i3","NA"
"17304","K10747","TRINITY_DN1909_c4_g1_i1","ko03030"
"17309","K12836","TRINITY_DN1931_c1_g1_i2","ko03040"
"17311","K14570","TRINITY_DN6006_c0_g1_i1","ko03008"
"17312","K03512","TRINITY_DN19579_c0_g2_i1","ko03410"
"17316","K11984","TRINITY_DN1990_c0_g1_i2","ko03040"
"17324","K01109","TRINITY_DN1973_c0_g1_i1","ko00562"
"17326","K18423","TRINITY_DN1983_c0_g2_i1","NA"
"17327","K15429","TRINITY_DN1983_c0_g3_i1","NA"
"17333","K18753","TRINITY_DN1950_c0_g1_i1","ko04218"
"17335","K04990","TRINITY_DN1926_c0_g6_i1","ko04742"
"17337","K04986","TRINITY_DN1926_c0_g3_i2","NA"
"17339","K01079","TRINITY_DN1962_c0_g5_i1","ko00260"
"17340","K01488","TRINITY_DN1962_c0_g1_i18","ko00230"
"17342","K01953","TRINITY_DN1962_c0_g2_i1","ko00250"
"17343","K01488","TRINITY_DN1962_c0_g3_i1","ko00230"
"17344","K11407","TRINITY_DN1901_c2_g2_i1","ko05034"
"17346","K11407","TRINITY_DN1901_c2_g1_i1","ko05034"
"17348","K12741","TRINITY_DN1932_c0_g1_i2","ko03040"
"17349","K11128","TRINITY_DN1997_c5_g1_i4","ko03008"
"17352","K06978","TRINITY_DN19535_c0_g1_i1","NA"
"17353","K14811","TRINITY_DN1997_c4_g1_i1","NA"
"17354","K12823","TRINITY_DN1997_c4_g2_i2","ko03040"
"17357","K14396","TRINITY_DN1997_c2_g1_i7","ko03015"
"17358","K00817","TRINITY_DN1997_c1_g4_i1","ko00340"
"17359","K12823","TRINITY_DN1997_c5_g3_i1","ko03040"
"17360","K16569","TRINITY_DN1963_c0_g1_i6","NA"
"17363","K16747","TRINITY_DN1963_c0_g3_i1","NA"
"17370","K06158","TRINITY_DN1914_c0_g1_i1","NA"
"17379","K01883","TRINITY_DN1920_c1_g1_i1","ko00970"
"17387","K12898","TRINITY_DN1908_c0_g2_i6","NA"
"17390","K00939","TRINITY_DN1967_c1_g1_i1","ko00230"
"17391","K00939","TRINITY_DN1967_c0_g1_i1","ko00230"
"17393","K10956","TRINITY_DN1976_c0_g1_i30","ko03060"
"17398","K01873","TRINITY_DN1940_c0_g1_i10","ko00970"
"17408","K01135","TRINITY_DN1943_c2_g1_i2","ko00531"
"17411","K10408","TRINITY_DN1991_c0_g1_i1","ko05016"
"17421","K02993","TRINITY_DN5695_c0_g1_i2","ko03010"
"17424","K14309","TRINITY_DN5664_c0_g1_i1","ko03013"
"17425","K06180","TRINITY_DN5664_c3_g1_i3","NA"
"17430","K10380","TRINITY_DN5623_c1_g1_i5","ko04624"
"17433","K01522","TRINITY_DN5608_c0_g1_i2","ko00230"
"17435","K21919","TRINITY_DN5637_c0_g1_i1","NA"
"17437","K02605","TRINITY_DN5607_c0_g1_i4","ko04110"
"17440","K12625","TRINITY_DN5654_c0_g1_i1","ko03018"
"17446","K06753","TRINITY_DN5685_c1_g1_i5","ko04360"
"17448","K09595","TRINITY_DN5685_c0_g1_i2","NA"
"17453","K20781","TRINITY_DN5671_c1_g1_i2","ko00514"
"17456","K10595","TRINITY_DN5671_c0_g3_i4","ko04120"
"17457","K09580","TRINITY_DN5638_c0_g1_i1","ko04141"
"17458","K10863","TRINITY_DN5617_c0_g1_i1","NA"
"17460","K20221","TRINITY_DN5602_c0_g1_i1","NA"
"17465","K03979","TRINITY_DN5628_c0_g1_i1","NA"
"17466","K08956","TRINITY_DN5647_c1_g2_i1","NA"
"17468","K20888","TRINITY_DN5647_c0_g1_i2","NA"
"17473","K17506","TRINITY_DN5613_c0_g1_i2","NA"
"17474","K08857","TRINITY_DN5684_c1_g1_i1","NA"
"17476","K02321","TRINITY_DN5610_c3_g1_i1","ko03030"
"17484","K16608","TRINITY_DN5670_c1_g3_i1","NA"
"17485","K16601","TRINITY_DN5670_c1_g2_i10","NA"
"17486","K16601","TRINITY_DN5670_c1_g1_i4","NA"
"17490","K14842","TRINITY_DN5618_c0_g1_i3","NA"
"17491","K02921","TRINITY_DN5601_c0_g1_i1","ko03010"
"17492","K02921","TRINITY_DN5601_c0_g2_i1","ko03010"
"17494","K15289","TRINITY_DN5621_c2_g1_i2","NA"
"17499","K02896","TRINITY_DN15160_c0_g1_i1","ko03010"
"17500","K08874","TRINITY_DN5641_c2_g2_i2","ko05166"
"17501","K07962","TRINITY_DN5641_c0_g1_i1","NA"
"17506","K08874","TRINITY_DN5641_c2_g1_i1","ko05166"
"17507","K14165","TRINITY_DN5641_c1_g4_i1","NA"
"17515","K20523","TRINITY_DN5648_c0_g1_i2","NA"
"17516","K06685","TRINITY_DN5683_c0_g1_i1","ko04111"
"17517","K02730","TRINITY_DN5676_c0_g1_i2","ko03050"
"17518","K00331","TRINITY_DN5624_c1_g1_i1","ko00190"
"17523","K14404","TRINITY_DN5612_c0_g1_i7","ko03015"
"17524","K02985","TRINITY_DN5699_c0_g1_i1","ko03010"
"17527","K00911","TRINITY_DN5652_c0_g1_i1","ko00562"
"17541","K10408","TRINITY_DN27633_c0_g1_i1","ko05016"
"17545","K00748","TRINITY_DN27644_c0_g1_i1","ko00540"
"17549","K12489","TRINITY_DN15156_c0_g1_i2","ko04144"
"17552","K10357","TRINITY_DN27660_c1_g1_i2","NA"
"17554","K03018","TRINITY_DN27689_c0_g1_i1","ko03020"
"17559","K01114","TRINITY_DN15177_c0_g1_i1","ko00562"
"17567","K13140","TRINITY_DN27620_c0_g1_i4","NA"
"17569","K18802","TRINITY_DN27664_c0_g1_i1","NA"
"17573","K20028","TRINITY_DN27679_c0_g1_i4","NA"
"17574","K00472","TRINITY_DN27697_c0_g1_i1","ko00330"
"17577","K02155","TRINITY_DN36626_c0_g1_i1","ko00190"
"17591","K02929","TRINITY_DN36653_c0_g1_i1","ko03010"
"17593","K13207","TRINITY_DN36657_c0_g1_i1","NA"
"17598","K12613","TRINITY_DN36645_c0_g1_i1","ko03018"
"17602","K19636","TRINITY_DN36676_c0_g1_i1","NA"
"17608","K16546","TRINITY_DN35517_c0_g1_i1","NA"
"17617","K17260","TRINITY_DN35541_c0_g1_i1","ko04138"
"17625","K12859","TRINITY_DN35525_c0_g1_i1","ko03040"
"17626","K10380","TRINITY_DN35523_c0_g1_i1","ko04624"
"17627","K22556","TRINITY_DN35519_c0_g1_i1","NA"
"17644","K17600","TRINITY_DN29609_c0_g1_i1","NA"
"17646","K04984","TRINITY_DN29618_c0_g1_i2","ko04750"
"17653","K13979","TRINITY_DN29657_c0_g1_i1","NA"
"17655","K08857","TRINITY_DN29664_c0_g1_i2","NA"
"17656","K06693","TRINITY_DN15113_c0_g1_i1","NA"
"17665","K19527","TRINITY_DN35404_c0_g1_i1","NA"
"17667","K18586","TRINITY_DN35493_c0_g1_i1","NA"
"17669","K01652","TRINITY_DN35414_c0_g1_i1","ko00290"
"17670","K08994","TRINITY_DN35444_c0_g1_i1","NA"
"17674","K11518","TRINITY_DN35492_c0_g1_i1","ko05014"
"17676","K03500","TRINITY_DN35439_c0_g1_i1","NA"
"17678","K17803","TRINITY_DN35456_c0_g1_i1","NA"
"17693","K10260","TRINITY_DN4646_c0_g1_i3","ko04120"
"17699","K13289","TRINITY_DN4620_c0_g1_i4","ko04142"
"17700","K09562","TRINITY_DN15193_c0_g1_i1","ko04141"
"17701","K10408","TRINITY_DN4623_c0_g4_i8","ko05016"
"17705","K03355","TRINITY_DN4623_c2_g1_i1","ko04110"
"17706","K08150","TRINITY_DN4645_c1_g1_i2","NA"
"17708","K07140","TRINITY_DN4636_c0_g1_i4","NA"
"17710","K10380","TRINITY_DN4614_c0_g1_i1","ko04624"
"17712","K09540","TRINITY_DN4654_c0_g1_i1","ko03060"
"17713","K03134","TRINITY_DN4642_c0_g1_i4","ko03022"
"17720","K19951","TRINITY_DN15188_c0_g2_i3","NA"
"17721","K01255","TRINITY_DN4672_c0_g4_i1","ko00480"
"17722","K01267","TRINITY_DN4672_c0_g5_i1","NA"
"17723","K14191","TRINITY_DN4672_c0_g1_i2","NA"
"17724","K19947","TRINITY_DN4672_c0_g2_i1","NA"
"17725","K19947","TRINITY_DN4672_c0_g3_i1","NA"
"17730","K12874","TRINITY_DN15145_c0_g3_i1","ko03040"
"17743","K01114","TRINITY_DN4684_c1_g2_i2","ko00562"
"17747","K07735","TRINITY_DN4638_c0_g4_i1","NA"
"17749","K20180","TRINITY_DN4638_c0_g1_i2","ko04138"
"17750","K07964","TRINITY_DN4661_c0_g1_i1","ko00531"
"17751","K00981","TRINITY_DN4682_c0_g1_i2","ko00564"
"17768","K08735","TRINITY_DN4665_c1_g3_i3","ko01524"
"17771","K03510","TRINITY_DN4665_c2_g1_i1","ko03460"
"17772","K08735","TRINITY_DN4665_c1_g4_i1","ko01524"
"17776","K02183","TRINITY_DN4624_c0_g1_i1","ko04014"
"17779","K08960","TRINITY_DN4609_c3_g1_i2","ko04068"
"17784","K08176","TRINITY_DN4631_c0_g1_i1","NA"
"17785","K02183","TRINITY_DN4619_c0_g1_i3","ko04014"
"17786","K01076","TRINITY_DN4693_c0_g1_i1","NA"
"17790","K05303","TRINITY_DN6051_c2_g1_i2","NA"
"17792","K07394","TRINITY_DN4608_c1_g1_i1","NA"
"17796","K13120","TRINITY_DN4607_c0_g1_i1","NA"
"17797","K22523","TRINITY_DN4616_c0_g1_i2","NA"
"17801","K08770","TRINITY_DN15109_c0_g1_i1","ko03320"
"17805","K16185","TRINITY_DN4697_c0_g1_i3","ko04140"
"17807","K09527","TRINITY_DN4658_c0_g1_i1","NA"
"17808","K04496","TRINITY_DN4658_c0_g2_i1","ko04310"
"17812","K05349","TRINITY_DN15117_c0_g1_i1","ko00460"
"17813","K00064","TRINITY_DN4637_c0_g1_i2","ko00051"
"17815","K04688","TRINITY_DN4674_c0_g1_i4","ko01521"
"17816","K01915","TRINITY_DN4615_c0_g1_i1","ko00220"
"17817","K00046","TRINITY_DN4656_c0_g1_i1","NA"
"17818","K01610","TRINITY_DN4657_c0_g1_i4","ko00010"
"17819","K01868","TRINITY_DN4618_c0_g1_i1","ko00970"
"17822","K01886","TRINITY_DN4618_c1_g1_i3","ko00970"
"17823","K01517","TRINITY_DN4639_c0_g1_i1","ko00230"
"17828","K20301","TRINITY_DN4606_c1_g3_i2","NA"
"17853","K04079","TRINITY_DN20095_c0_g1_i1","ko04141"
"17859","K23437","TRINITY_DN20075_c1_g2_i2","NA"
"17860","K23437","TRINITY_DN20075_c1_g1_i1","NA"
"17861","K14721","TRINITY_DN20075_c0_g1_i2","ko03020"
"17868","K21848","TRINITY_DN20024_c1_g1_i2","NA"
"17871","K16582","TRINITY_DN20044_c0_g1_i1","NA"
"17873","K15075","TRINITY_DN20049_c0_g1_i1","NA"
"17878","K01411","TRINITY_DN20085_c0_g2_i1","NA"
"17886","K03021","TRINITY_DN25798_c0_g1_i1","ko03020"
"17891","K00734","TRINITY_DN25713_c0_g1_i4","ko00532"
"17894","K08808","TRINITY_DN25771_c0_g1_i1","NA"
"17899","K19985","TRINITY_DN25762_c0_g1_i1","NA"
"17900","K10597","TRINITY_DN25772_c0_g1_i1","ko04120"
"17901","K06252","TRINITY_DN25733_c0_g1_i1","ko04151"
"17904","K20121","TRINITY_DN25781_c0_g1_i1","NA"
"17905","K19676","TRINITY_DN25738_c0_g1_i1","NA"
"17906","K19676","TRINITY_DN25738_c0_g2_i1","NA"
"17907","K03704","TRINITY_DN25730_c0_g2_i1","NA"
"17908","K12845","TRINITY_DN15105_c0_g1_i1","ko03008"
"17918","K17592","TRINITY_DN15146_c0_g1_i1","NA"
"17920","K03235","TRINITY_DN15905_c0_g1_i2","NA"
"17921","K01136","TRINITY_DN15905_c0_g2_i1","ko00531"
"17923","K03357","TRINITY_DN15905_c1_g1_i2","ko04110"
"17924","K05641","TRINITY_DN15905_c2_g1_i1","ko02010"
"17927","K06072","TRINITY_DN15988_c0_g1_i1","NA"
"17928","K10380","TRINITY_DN15965_c0_g1_i3","ko04624"
"17929","K15865","TRINITY_DN15950_c0_g1_i4","NA"
"17930","K15920","TRINITY_DN15914_c1_g1_i1","ko00520"
"17932","K19882","TRINITY_DN15962_c0_g1_i1","ko04310"
"17933","K19882","TRINITY_DN15962_c0_g2_i1","ko04310"
"17934","K21879","TRINITY_DN15963_c0_g1_i1","NA"
"17939","K16751","TRINITY_DN15138_c0_g1_i1","NA"
"17942","K20878","TRINITY_DN15939_c0_g1_i1","NA"
"17947","K05195","TRINITY_DN15941_c0_g1_i1","ko04080"
"17954","K08815","TRINITY_DN15911_c0_g1_i1","NA"
"17956","K14298","TRINITY_DN15990_c0_g1_i2","ko03013"
"17957","K03650","TRINITY_DN15990_c1_g3_i1","NA"
"17958","K03650","TRINITY_DN15990_c1_g2_i3","NA"
"17967","K01307","TRINITY_DN15951_c0_g1_i5","ko00790"
"17968","K00254","TRINITY_DN15915_c0_g1_i1","ko00240"
"17973","K01179","TRINITY_DN15994_c0_g1_i1","ko00500"
"17982","K07964","TRINITY_DN15931_c0_g1_i1","ko00531"
"17989","K10908","TRINITY_DN15960_c0_g1_i1","NA"
"17992","K01640","TRINITY_DN15989_c0_g1_i2","ko00072"
"17993","K04345","TRINITY_DN15929_c0_g1_i1","ko01522"
"17995","K10777","TRINITY_DN15966_c0_g1_i4","ko03450"
"18000","K04981","TRINITY_DN10219_c0_g1_i6","ko04978"
"18003","K16510","TRINITY_DN10219_c3_g1_i1","ko04010"
"18006","K02871","TRINITY_DN10257_c0_g1_i1","ko03010"
"18007","K12850","TRINITY_DN10267_c0_g1_i2","ko03040"
"18008","K20636","TRINITY_DN10291_c0_g1_i1","NA"
"18012","K03327","TRINITY_DN10282_c0_g1_i7","NA"
"18015","K11883","TRINITY_DN10268_c0_g2_i1","ko03008"
"18024","K12663","TRINITY_DN10248_c0_g1_i1","ko04146"
"18026","K06925","TRINITY_DN10290_c0_g1_i1","NA"
"18028","K03264","TRINITY_DN10260_c0_g1_i1","ko03008"
"18029","K12471","TRINITY_DN10217_c0_g1_i1","ko04144"
"18036","K17800","TRINITY_DN10208_c0_g1_i5","ko04139"
"18037","K13293","TRINITY_DN10228_c0_g1_i1","ko00230"
"18039","K17725","TRINITY_DN15161_c0_g1_i1","ko00920"
"18045","K20029","TRINITY_DN10285_c0_g1_i1","NA"
"18046","K01307","TRINITY_DN10239_c0_g1_i1","ko00790"
"18051","K16602","TRINITY_DN10284_c0_g1_i3","NA"
"18057","K13099","TRINITY_DN10235_c1_g2_i1","NA"
"18060","K10891","TRINITY_DN36899_c0_g1_i1","ko03460"
"18067","K11594","TRINITY_DN10210_c0_g1_i1","ko04622"
"18070","K04487","TRINITY_DN10211_c0_g1_i1","ko00730"
"18075","K00486","TRINITY_DN10212_c0_g1_i3","ko00380"
"18076","K09527","TRINITY_DN10232_c0_g1_i1","NA"
"18080","K07052","TRINITY_DN6065_c0_g1_i1","NA"
"18081","K01875","TRINITY_DN10241_c1_g1_i2","ko00970"
"18083","K05658","TRINITY_DN10274_c0_g1_i1","ko02010"
"18090","K00485","TRINITY_DN24621_c0_g1_i1","ko00982"
"18106","K04079","TRINITY_DN24601_c0_g1_i1","ko04141"
"18108","K03032","TRINITY_DN24625_c0_g1_i1","ko03050"
"18109","K03032","TRINITY_DN24625_c0_g2_i1","ko03050"
"18110","K03032","TRINITY_DN24625_c0_g3_i1","ko03050"
"18111","K04412","TRINITY_DN24644_c0_g1_i1","ko04010"
"18112","K16302","TRINITY_DN24635_c0_g1_i2","NA"
"18114","K03240","TRINITY_DN24602_c0_g1_i1","ko03013"
"18115","K14429","TRINITY_DN13532_c0_g5_i1","NA"
"18117","K14429","TRINITY_DN13532_c0_g3_i2","NA"
"18118","K02906","TRINITY_DN13563_c0_g1_i1","ko03010"
"18119","K07359","TRINITY_DN13546_c0_g1_i1","ko04140"
"18124","K14768","TRINITY_DN13516_c0_g1_i1","NA"
"18128","K01369","TRINITY_DN13595_c1_g1_i5","ko04142"
"18130","K16287","TRINITY_DN13595_c0_g1_i4","NA"
"18134","K23338","TRINITY_DN13551_c0_g1_i1","NA"
"18135","K23338","TRINITY_DN13551_c0_g2_i1","NA"
"18136","K16605","TRINITY_DN13523_c0_g1_i1","NA"
"18139","K02542","TRINITY_DN13578_c0_g1_i1","ko03030"
"18141","K06065","TRINITY_DN13555_c0_g1_i1","ko04330"
"18149","K10666","TRINITY_DN13503_c0_g1_i1","ko04141"
"18152","K04967","TRINITY_DN13517_c0_g1_i1","ko04360"
"18159","K05275","TRINITY_DN13502_c0_g1_i1","ko00750"
"18161","K09420","TRINITY_DN13560_c0_g2_i3","ko04151"
"18162","K01179","TRINITY_DN13596_c0_g1_i1","ko00500"
"18166","K16466","TRINITY_DN13536_c0_g2_i2","NA"
"18167","K00872","TRINITY_DN13542_c0_g1_i1","ko00260"
"18174","K14640","TRINITY_DN6034_c0_g1_i3","NA"
"18175","K20781","TRINITY_DN36858_c0_g1_i1","ko00514"
"18177","K14427","TRINITY_DN13582_c0_g1_i1","NA"
"18183","K01652","TRINITY_DN13531_c0_g1_i1","ko00290"
"18186","K13303","TRINITY_DN13559_c0_g1_i1","ko04068"
"18187","K16457","TRINITY_DN13599_c0_g1_i1","NA"
"18189","K00428","TRINITY_DN13500_c0_g1_i1","NA"
"18190","K02931","TRINITY_DN13577_c0_g1_i1","ko03010"
"18191","K08829","TRINITY_DN13535_c0_g1_i2","NA"
"18192","K17497","TRINITY_DN13581_c0_g1_i1","ko00051"
"18193","K20101","TRINITY_DN13522_c0_g1_i2","NA"
"18195","K20403","TRINITY_DN13530_c0_g1_i5","ko04150"
"18196","K07376","TRINITY_DN13588_c0_g1_i2","ko04022"
"18205","K10408","TRINITY_DN24254_c0_g1_i1","ko05016"
"18211","K18460","TRINITY_DN24211_c0_g1_i4","NA"
"18223","K02355","TRINITY_DN24262_c0_g2_i1","NA"
"18229","K18010","TRINITY_DN24233_c0_g1_i1","ko00860"
"18231","K02136","TRINITY_DN24242_c0_g2_i1","ko00190"
"18240","K06168","TRINITY_DN42653_c0_g1_i1","NA"
"18244","K10408","TRINITY_DN42656_c0_g1_i1","ko05016"
"18245","K01087","TRINITY_DN42630_c0_g1_i1","ko00500"
"18246","K13728","TRINITY_DN42627_c0_g1_i1","ko04110"
"18248","K14684","TRINITY_DN42626_c0_g1_i2","NA"
"18254","K12856","TRINITY_DN42640_c0_g1_i1","ko03040"
"18255","K14527","TRINITY_DN42681_c0_g1_i1","ko03008"
"18258","K02291","TRINITY_DN42686_c0_g1_i1","ko00906"
"18263","K02936","TRINITY_DN42633_c0_g1_i1","ko03010"
"18266","K03544","TRINITY_DN42667_c0_g1_i1","ko04112"
"18271","K03715","TRINITY_DN42675_c0_g1_i1","ko00561"
"18273","K12373","TRINITY_DN42642_c0_g1_i1","ko00511"
"18280","K08776","TRINITY_DN12447_c1_g1_i1","NA"
"18284","K18624","TRINITY_DN12420_c0_g1_i1","NA"
"18287","K03671","TRINITY_DN12496_c0_g1_i1","ko04621"
"18289","K10632","TRINITY_DN12498_c0_g1_i1","ko04014"
"18292","K12381","TRINITY_DN12495_c0_g1_i1","ko04142"
"18297","K22935","TRINITY_DN12405_c0_g1_i2","ko00040"
"18298","K03456","TRINITY_DN12460_c0_g1_i1","ko03015"
"18299","K05396","TRINITY_DN12431_c0_g1_i1","ko00270"
"18300","K08582","TRINITY_DN12437_c0_g4_i1","NA"
"18303","K08994","TRINITY_DN12408_c0_g1_i1","NA"
"18304","K10408","TRINITY_DN12457_c1_g2_i1","ko05016"
"18305","K10408","TRINITY_DN12457_c1_g1_i1","ko05016"
"18307","K10408","TRINITY_DN12457_c0_g1_i1","ko05016"
"18309","K03955","TRINITY_DN12471_c0_g1_i1","ko00190"
"18311","K07432","TRINITY_DN12414_c0_g1_i1","ko00510"
"18317","K11252","TRINITY_DN12456_c0_g1_i1","ko05034"
"18319","K03352","TRINITY_DN12470_c0_g1_i2","ko04110"
"18320","K12581","TRINITY_DN12401_c0_g1_i2","ko03018"
"18325","K10408","TRINITY_DN12461_c0_g1_i2","ko05016"
"18327","K11855","TRINITY_DN12488_c0_g1_i2","NA"
"18330","K17908","TRINITY_DN12488_c1_g2_i1","ko04136"
"18338","K00753","TRINITY_DN12418_c0_g1_i2","ko00513"
"18345","K14946","TRINITY_DN12402_c3_g1_i1","NA"
"18346","K08994","TRINITY_DN12402_c2_g1_i2","NA"
"18351","K12304","TRINITY_DN12476_c0_g1_i1","ko00230"
"18352","K20899","TRINITY_DN12426_c0_g4_i1","ko04621"
"18358","K10273","TRINITY_DN12449_c0_g1_i2","NA"
"18359","K10273","TRINITY_DN12449_c0_g2_i1","NA"
"18360","K12042","TRINITY_DN12487_c0_g1_i1","ko04020"
"18367","K08874","TRINITY_DN12403_c0_g1_i3","ko05166"
"18370","K00472","TRINITY_DN12407_c0_g2_i1","ko00330"
"18372","K00548","TRINITY_DN12407_c1_g2_i1","ko00270"
"18373","K19949","TRINITY_DN12407_c2_g1_i1","NA"
"18376","K18732","TRINITY_DN17775_c0_g1_i1","NA"
"18384","K05633","TRINITY_DN17701_c0_g1_i1","ko04120"
"18386","K12244","TRINITY_DN17709_c0_g1_i1","NA"
"18395","K16914","TRINITY_DN17733_c0_g2_i1","NA"
"18396","K10645","TRINITY_DN17764_c0_g1_i1","NA"
"18398","K23438","TRINITY_DN17785_c1_g2_i1","NA"
"18400","K03256","TRINITY_DN17737_c0_g1_i1","NA"
"18401","K03256","TRINITY_DN17737_c0_g3_i1","NA"
"18403","K20165","TRINITY_DN17726_c0_g1_i1","NA"
"18405","K00472","TRINITY_DN17717_c0_g1_i1","ko00330"
"18413","K10408","TRINITY_DN17703_c0_g1_i1","ko05016"
"18419","K05389","TRINITY_DN17710_c0_g1_i1","NA"
"18427","K01099","TRINITY_DN34891_c0_g1_i1","ko00562"
"18432","K03030","TRINITY_DN34849_c0_g1_i1","ko03050"
"18433","K17261","TRINITY_DN34867_c0_g1_i1","NA"
"18434","K14007","TRINITY_DN6013_c0_g1_i2","ko04141"
"18439","K00928","TRINITY_DN10784_c0_g1_i1","ko00260"
"18441","K13102","TRINITY_DN26811_c0_g1_i2","NA"
"18446","K01974","TRINITY_DN10769_c0_g1_i1","NA"
"18450","K01179","TRINITY_DN10734_c0_g1_i5","ko00500"
"18457","K11585","TRINITY_DN10764_c1_g2_i1","NA"
"18459","K00942","TRINITY_DN10780_c0_g1_i1","ko00230"
"18460","K21971","TRINITY_DN10763_c1_g1_i5","NA"
"18463","K16296","TRINITY_DN10731_c0_g1_i1","NA"
"18465","K04946","TRINITY_DN10710_c1_g1_i1","NA"
"18468","K14405","TRINITY_DN10723_c0_g3_i3","ko03015"
"18473","K08869","TRINITY_DN10757_c0_g1_i1","NA"
"18474","K08869","TRINITY_DN10757_c0_g2_i1","NA"
"18477","K08869","TRINITY_DN10757_c1_g1_i2","NA"
"18481","K03119","TRINITY_DN10717_c0_g1_i3","ko00430"
"18482","K00799","TRINITY_DN10755_c0_g1_i1","ko00480"
"18486","K07204","TRINITY_DN10785_c0_g3_i1","ko04136"
"18489","K03924","TRINITY_DN10701_c0_g1_i2","NA"
"18492","K01721","TRINITY_DN10715_c0_g1_i1","ko00364"
"18497","K06252","TRINITY_DN10703_c0_g2_i1","ko04151"
"18501","K13210","TRINITY_DN10791_c0_g1_i9","NA"
"18502","K04554","TRINITY_DN10781_c0_g1_i1","ko04120"
"18503","K19674","TRINITY_DN44863_c0_g1_i1","NA"
"18506","K12567","TRINITY_DN10768_c0_g1_i1","ko05410"
"18515","K20784","TRINITY_DN10718_c2_g1_i3","ko00514"
"18517","K13348","TRINITY_DN10714_c0_g1_i1","ko04146"
"18520","K02977","TRINITY_DN10740_c0_g1_i2","ko03010"
"18522","K08805","TRINITY_DN10716_c0_g2_i1","NA"
"18523","K00602","TRINITY_DN10713_c0_g1_i1","ko00230"
"18524","K01875","TRINITY_DN10724_c1_g1_i2","ko00970"
"18525","K15437","TRINITY_DN10724_c2_g1_i1","NA"
"18531","K07735","TRINITY_DN10736_c0_g1_i1","NA"
"18535","K18412","TRINITY_DN10754_c0_g1_i1","NA"
"18539","K18849","TRINITY_DN10750_c0_g1_i1","NA"
"18541","K18213","TRINITY_DN10756_c0_g1_i3","ko03013"
"18542","K07305","TRINITY_DN10738_c0_g1_i1","NA"
"18545","K00472","TRINITY_DN10759_c0_g2_i1","ko00330"
"18546","K00472","TRINITY_DN10759_c0_g3_i2","ko00330"
"18555","K00895","TRINITY_DN10766_c0_g1_i1","ko00010"
"18561","K08211","TRINITY_DN10787_c0_g1_i1","NA"
"18564","K05643","TRINITY_DN34671_c0_g1_i1","ko02010"
"18570","K02953","TRINITY_DN34692_c0_g1_i1","ko03010"
"18571","K11413","TRINITY_DN34690_c0_g1_i1","ko05230"
"18579","K05662","TRINITY_DN34680_c0_g1_i1","ko02010"
"18585","K06724","TRINITY_DN44869_c0_g1_i1","ko04360"
"18588","K21480","TRINITY_DN29323_c0_g1_i1","ko00860"
"18592","K10380","TRINITY_DN29305_c1_g2_i1","ko04624"
"18594","K03018","TRINITY_DN29354_c0_g3_i1","ko03020"
"18602","K13117","TRINITY_DN29347_c0_g1_i4","NA"
"18603","K13117","TRINITY_DN29347_c0_g2_i1","NA"
"18622","K01952","TRINITY_DN27485_c0_g1_i1","ko00230"
"18623","K01952","TRINITY_DN27485_c0_g2_i1","ko00230"
"18630","K10840","TRINITY_DN27488_c0_g3_i1","ko03420"
"18637","K01952","TRINITY_DN27486_c0_g1_i2","ko00230"
"18639","K08057","TRINITY_DN21082_c0_g1_i1","ko04141"
"18646","K20784","TRINITY_DN21009_c0_g1_i1","ko00514"
"18648","K03094","TRINITY_DN21067_c0_g1_i1","ko04110"
"18655","K19525","TRINITY_DN21029_c0_g1_i1","NA"
"18657","K03119","TRINITY_DN21053_c0_g1_i5","ko00430"
"18665","K18930","TRINITY_DN21064_c0_g1_i1","NA"
"18671","K11594","TRINITY_DN21043_c0_g1_i1","ko04622"
"18673","K06236","TRINITY_DN21058_c0_g1_i1","ko04151"
"18679","K02689","TRINITY_DN33_c0_g1_i1","ko00195"
"18680","K16571","TRINITY_DN63_c0_g4_i1","NA"
"18689","K16570","TRINITY_DN73_c0_g1_i5","NA"
"18690","K00052","TRINITY_DN73_c0_g2_i1","ko00290"
"18691","K06147","TRINITY_DN73_c1_g3_i1","NA"
"18692","K05662","TRINITY_DN73_c1_g2_i1","ko02010"
"18699","K06974","TRINITY_DN62_c0_g1_i7","NA"
"18705","K00856","TRINITY_DN14_c1_g1_i2","ko00230"
"18707","K00856","TRINITY_DN14_c0_g1_i1","ko00230"
"18708","K19947","TRINITY_DN44891_c0_g1_i1","NA"
